user_id,total_dist,total_calls,avg_dist,diff_calls,distance_no_repeats
7184,87.8369892716,118,0.750743498048,22,4.18271377484
3432,37.1780276772,139,0.269405997661,15,2.65557340551
7186,29.9066235288,39,0.787016408653,2,29.9066235288
7187,357.68701617,61,5.96145026951,33,11.1777192553
623,137.331827038,126,1.0986546163,14,10.5639866952
875,8.11948088246,33,0.253733777577,7,1.35324681374
622,16.2055762111,113,0.144692644742,31,0.540185873702
872,1.1590542434,29,0.0413947944072,6,0.23181084868
1225,118.613783848,390,0.304919752822,164,0.727691925446
3435,65.1425815944,65,1.01785283741,13,5.4285484662
620,15.1691057223,53,0.291713571583,9,1.89613821529
870,100.392081131,104,0.974680399329,19,5.5773378406
8019,27.6188480673,92,0.303503824915,25,1.15078533614
8018,170.437269046,128,1.34202574052,41,4.26093172615
8017,15.1865701007,25,0.632773754195,14,1.16819770005
627,112.121956689,81,1.40152445861,40,2.87492196637
8015,240.146136971,223,1.08173935573,140,1.72767005015
871,38.6469828231,35,1.13667596538,17,2.41543642644
8013,146.877073108,228,0.647035564351,37,4.07991869743
8012,24.804268651,53,0.477005166366,34,0.751644504577
8011,6.93119765876,173,0.0402976608067,18,0.407717509339
626,99.4963402067,31,3.31654467356,11,9.94963402067
7456,138.717152692,162,0.861597221689,69,2.03995812782
4592,299.999857916,96,3.15789324122,42,7.31706970526
7454,14.9822211155,101,0.149822211155,24,0.651400918065
7455,274.898308156,76,3.66531077541,30,9.47925200536
7452,33.2294440898,96,0.349783621998,21,1.66147220449
625,12.7264085871,48,0.270774650788,2,12.7264085871
7450,40.7124486019,60,0.690041501728,20,2.14276045273
2036,173.413814602,216,0.806575881868,26,6.93655258407
624,76.0369791778,204,0.374566399891,107,0.717329992244
4590,0,39,0.0,0,0.0
7458,8.33207431527,54,0.157208949345,19,0.462893017515
7459,74.2014509364,72,1.04509085826,11,7.42014509364
4591,0,209,0.0,0,0.0
4596,152.886717902,62,2.50633963773,24,6.64724860442
4849,130.064939871,319,0.409009244878,150,0.872919059538
4594,30.787055451,65,0.481047741421,4,10.262351817
4595,125.973790301,41,3.14934475753,11,12.5973790301
2749,19.3728565348,51,0.387457130696,17,1.21080353342
4845,1.14190184713,41,0.0285475461781,4,0.380633949042
4598,0,104,0.0,0,0.0
4599,68.9647792074,159,0.436485944351,43,1.64201855256
4734,243.993071581,135,1.82084381777,73,3.38879266085
4735,77.4577115363,442,0.175641069243,85,0.922115613527
2039,0,45,0.0,0,0.0
4843,428.287425764,167,2.58004473352,61,7.13812376274
4738,0,84,0.0,0,0.0
4739,26.534087772,59,0.45748427193,35,0.780414346234
393,240.919629782,161,1.50574768614,32,7.77160096072
392,300.555730448,81,3.7569466306,22,14.3121776404
391,123.317739555,60,2.09013117889,21,6.16588697773
390,369.974381954,85,4.40445692803,50,7.55049759091
397,126.352310983,68,1.88585538781,24,5.4935787384
396,246.767035624,135,1.84154504197,45,5.60834171873
395,25.668849989,71,0.366697856985,41,0.641721249724
394,48.0801260841,40,1.23282374575,21,2.40400630421
399,63.6215150747,143,0.448038838554,73,0.883632153816
398,326.189778691,62,5.34737342117,27,12.5457607189
2309,121.488024982,69,1.78658860268,11,12.1488024982
2308,170.930436748,59,2.94707649565,20,8.99633877621
4729,45.0214915805,121,0.375179096504,53,0.865797915009
4728,65.3307716252,95,0.695008208778,56,1.18783221137
2301,157.150365943,113,1.40312826735,15,11.2250261388
2300,97.8437992943,73,1.35894165686,20,5.14967364707
2303,48.0247222782,71,0.686067461117,11,4.80247222782
2302,22.0592214845,35,0.648800631897,17,1.37870134278
2305,470.825424722,84,5.67259547858,44,10.9494284819
2304,1294.58696807,100,13.0766360411,15,92.4704977193
2307,83.3859361807,82,1.02945600223,44,1.93920781816
2306,560.815795652,78,7.28332202145,26,22.4326318261
5847,0,29,0.0,0,0.0
5846,251.125416538,69,3.69302083144,29,8.96876487635
5845,75.6199767425,188,0.404384902366,106,0.72019025469
5844,195.852813256,276,0.712192048204,94,2.10594422856
5843,36.4423923847,37,1.01228867735,26,1.45769569539
5842,20.6641728826,100,0.208729019016,37,0.574004802293
5841,148.607579868,114,1.31511132626,20,7.82145157199
5840,229.589653609,104,2.22902576319,26,9.18358614435
5849,0,279,0.0,0,0.0
5848,37.231822935,49,0.775662977813,31,1.2410607645
3748,68.8868186802,71,0.984097409717,10,7.65409096447
3749,106.600829697,103,1.0451061735,43,2.53811499279
3746,36.2545955336,34,1.09862410708,22,1.72640931112
3747,9.29378390672,70,0.134692520387,16,0.619585593781
3744,7.99916733559,67,0.121199505085,10,0.888796370621
3745,35.4780384955,19,1.97100213864,13,2.95650320796
3742,66.1943438037,52,1.29792830988,6,13.2388687607
3743,22.3075641794,50,0.455256411824,23,1.01398018997
3740,427.699885486,57,7.63749795511,17,26.7312428429
3741,36.1800891972,134,0.272030745844,58,0.634738406969
4620,65.170421401,67,0.987430627288,9,8.14630267512
4621,52.3761095052,124,0.425822028498,69,0.770236904488
4622,178.427987884,84,2.14973479378,39,4.69547336536
4623,0,42,0.0,0,0.0
4624,74.213146818,152,0.491477793497,21,3.7106573409
4625,0,37,0.0,0,0.0
4626,166.497912448,65,2.601529882,1,2.601529882
4627,99.7351305604,207,0.484151119225,50,2.03541082776
4628,252.054158031,1276,0.197689535711,547,0.461637652072
4629,49.3088619522,184,0.269447333072,60,0.835743422918
179,223.036464804,383,0.583865091111,146,1.53818251589
178,687.912812975,125,5.54768397561,68,10.2673554175
177,230.84260471,467,0.495370396374,174,1.33435031624
176,0,30,0.0,0,0.0
175,46.522368276,380,0.122750312074,7,7.753728046
174,13.3598151291,25,0.556658963712,14,1.02767808685
173,7.10134772798,46,0.157807727288,6,1.4202695456
172,192.332534658,70,2.78742803852,36,5.49521527595
171,1.20322716835,17,0.0752016980221,1,0.0752016980221
170,15.5801743178,152,0.103179962369,4,5.19339143926
7218,36.378803638,31,1.21262678793,4,12.1262678793
7219,51.7978423438,64,0.82218797371,24,2.2520801019
7210,4.91079207465,26,0.196431682986,4,1.63693069155
7211,6.94038028599,26,0.27761521144,9,0.867547535749
7212,44.2410663604,90,0.497090633263,47,0.961762312183
7213,194.253627568,376,0.518009673515,136,1.43891575976
7214,4.00078305051,31,0.133359435017,4,1.33359435017
7215,360.205560782,123,2.95250459658,68,5.37620239974
7216,830.247829929,150,5.57213308677,55,15.3749598135
7217,61.9993373475,45,1.40907584881,17,3.87495858422
6217,4.29002673265,18,0.252354513685,8,0.612860961807
6216,111.712876049,243,0.461623454749,112,1.00642230675
6215,364.972594443,40,9.35827165238,18,21.4689761437
6214,86.2728970835,88,0.991642495213,44,2.0063464438
6213,0,250,0.0,0,0.0
6212,1663.13737171,141,11.879552655,38,44.9496586947
6211,249.275610241,114,2.20597885169,40,6.39168231386
6210,152.01268048,104,1.47585126679,51,3.04025360959
6219,7.32059987869,36,0.209159996534,10,0.813399986521
6218,43.4761841049,100,0.439153374797,50,0.887269063365
6819,182.846101433,37,5.07905837315,9,22.8557626792
6818,20.6058928781,66,0.317013736586,33,0.643934152441
6811,64.1878575572,89,0.729407472241,45,1.45881494448
6810,19.0471980348,166,0.115437563847,68,0.284286537833
6813,1227.79834902,142,8.70778970934,67,18.6030052881
6812,25.7145104221,57,0.459187686108,3,12.857255211
6815,22.6162643323,55,0.418819709858,7,3.76937738872
6814,12.7194119373,31,0.423980397909,14,0.978416302868
6817,485.005712467,300,1.62209268384,109,4.49079363395
6816,171.480993804,69,2.52177932065,20,9.02531546336
7669,19.4273582658,45,0.441530869677,21,0.97136791329
7668,95.7636272315,174,0.553546978217,76,1.27684836309
7661,55.5781689564,50,1.13424834605,26,2.22312675826
7660,63.4129527399,19,3.52294181888,15,4.52949662428
7663,1586.11603074,229,6.95664925762,101,15.8611603074
7662,70.3296389402,52,1.37901252824,28,2.60480144223
7665,47.7472845321,104,0.463565869243,66,0.734573608186
7664,87.985437842,54,1.66010260079,17,5.49908986512
7667,5.06541423716,71,0.0723630605309,5,1.26635355929
7666,292.416282258,203,1.44760535771,109,2.70755816905
1768,5.99215250697,55,0.110965787166,7,0.998692084495
1769,2.28621201727,37,0.0635058893686,7,0.381035336212
1762,372.116903037,98,3.83625673234,33,11.6286532199
1763,107.083735581,81,1.33854669476,12,9.73488505279
1760,15.7518547472,151,0.105012364981,29,0.562566240971
1761,7.3578707177,41,0.183946767942,6,1.47157414354
1766,244.543574813,72,3.44427570159,32,7.88850241331
1767,0,28,0.0,0,0.0
1764,18.4838730423,736,0.0251481265882,22,0.880184430588
1765,349.83973998,128,2.75464362189,47,7.6052117387
692,35.109480314,55,0.650175561371,20,1.84786738495
693,646.094495369,136,4.78588515088,60,10.9507541588
690,181.714583694,153,1.1954906822,92,1.99686355708
691,29.6622975177,134,0.223024793366,4,9.8874325059
696,1274.36504797,38,34.4422985938,15,91.026074855
697,12.576874454,75,0.169957762892,31,0.419229148466
694,198.53626111,194,1.02868529073,107,1.87298359538
695,9.7043025098,204,0.0478044458611,20,0.510752763674
698,14.8769136432,65,0.232451775674,28,0.550996801599
699,204.390625671,98,2.10711985227,23,9.29048298503
1548,38.6354446668,279,0.138976419665,74,0.529252666668
1549,26.5831744502,43,0.632932725005,15,1.89879817501
5618,74.606314633,29,2.66451123689,17,4.66289466456
5619,22.9891334073,131,0.176839487748,38,0.621327929927
5612,32.4530256249,67,0.491712509468,19,1.80294586805
5613,46.9916497449,122,0.388360741694,35,1.38210734544
5610,26.7288019715,164,0.163980380193,28,0.989955628572
5611,18.2164843629,167,0.109737857608,23,0.828022016497
5616,39.2669022433,65,0.613545347552,33,1.2270906951
5617,191.029424474,223,0.860492903038,28,7.07516386942
5614,20.1646968378,68,0.300965624445,20,1.06129983357
5615,65.1351167955,34,1.97379141805,27,2.50519679983
7116,0,40,0.0,0,0.0
7118,119.474467099,115,1.04802164122,15,8.53389050706
6778,155.365545826,322,0.484004815658,86,1.8278299509
6779,46.0229882777,128,0.36238573447,33,1.43821838368
6774,35.5514904359,108,0.332256919961,53,0.683682508382
6775,245.956247137,50,5.0195152477,9,30.7445308921
6776,187.748469396,105,1.80527374419,45,4.26701066809
6777,13.1080788351,33,0.409627463597,15,0.936291345364
6770,48.3682878523,154,0.316132600342,44,1.12484390354
6771,47.1618185691,77,0.620550244331,16,3.14412123794
6772,4.34657518156,31,0.144885839385,4,1.44885839385
6773,36.2989189167,123,0.297532122268,57,0.648194980656
3580,180.701624804,819,0.22090663179,252,0.719926792048
258,11.0886892647,86,0.13045516782,33,0.346521539521
259,123.289762711,40,3.16127596694,11,12.3289762711
252,0,28,0.0,0,0.0
253,125.822536902,65,1.96597713909,36,3.59492962577
250,173.612507517,155,1.12735394492,75,2.34611496645
251,14.4725825901,39,0.38085743658,13,1.20604854917
256,109.067610864,252,0.4345323142,78,1.41646247876
257,53.0979604837,80,0.672126082072,40,1.36148616625
254,41.6492247685,40,1.06792884022,15,2.97494462632
255,26.334149012,41,0.6583537253,23,1.19700677327
4665,46.639444711,200,0.234369068899,45,1.05998737979
3689,69.1535207705,39,1.81982949396,14,5.31950159773
3688,130.721972391,113,1.16716046778,50,2.66779535491
3683,46.1612409255,43,1.09907716489,24,2.00701047502
3682,28.7481054713,60,0.487256024938,19,1.59711697063
3681,15.5688290341,47,0.338452805088,27,0.598801116695
3680,58.0449987191,66,0.892999980294,16,3.86966658127
3687,0,50,0.0,0,0.0
3686,10.3840974293,43,0.247240414982,2,10.3840974293
3685,167.823704451,110,1.53966701331,37,4.66176956808
3684,19.5522914795,107,0.184455579996,1,0.184455579996
2518,36.115773699,106,0.343959749514,34,1.09441738482
2519,23.2511818963,90,0.26124923479,20,1.22374641559
2514,176.28262547,273,0.648097887757,118,1.50668910658
2515,34.3722940753,224,0.154135847872,24,1.49444756849
2516,20.8619146149,43,0.496712252736,9,2.60773932687
2517,100.626273042,267,0.378294259555,8,14.3751818631
2510,7.89393891284,37,0.219276080912,7,1.31565648547
2511,17.0654510211,103,0.167308343344,10,1.89616122456
2512,40.2413915651,69,0.591785170075,23,1.82915416205
2513,97.6176042165,176,0.557814881237,81,1.22022005271
3531,1139.08068281,100,11.5058654829,18,67.0047460477
3530,165.271163472,52,3.24061104847,25,6.886298478
3533,57.9283932105,57,1.03443559305,21,2.89641966053
3532,28.7179177017,151,0.191452784678,20,1.51146935272
3535,173.458921666,103,1.70057766339,19,9.63660675922
3534,58.2831944049,69,0.857105800072,35,1.71421160014
3537,20.8690989695,48,0.44402338233,3,10.4345494848
3536,4.27858644804,70,0.0620084992469,10,0.475398494226
5054,31.1221203559,1192,0.0261310834222,74,0.426330415834
3538,7.36559755003,47,0.16012168587,2,7.36559755003
5056,12.2051312425,110,0.111973681124,9,1.52564140531
5057,0,46,0.0,0,0.0
5050,321.270688819,80,4.06671757998,26,12.8508275527
5051,71.5557033654,30,2.46743804708,18,4.20915902149
5052,127.563611687,201,0.637818058437,105,1.2265731893
5053,5.09890743085,50,0.104059335324,19,0.283272635047
1159,553.339836609,92,6.08065754516,22,26.349516029
1158,8.74287818666,63,0.141014164301,4,2.91429272889
1155,82.8210442787,120,0.695975162006,68,1.23613498923
1154,30.7817294133,72,0.433545484695,25,1.28257205889
1157,42.4074313708,78,0.550745861959,30,1.46232521968
1156,107.227802477,53,2.06207312455,16,7.14852016511
1151,188.728593947,36,5.39224554135,20,9.93308389196
1150,267.750845358,163,1.65278299604,41,6.69377113395
1153,185.501910635,888,0.20913405934,128,1.46064496563
1152,394.368182428,400,0.988391434657,154,2.57756981979
8035,18.7101015812,226,0.0831560070278,52,0.366864736887
8034,181.793177548,362,0.503582209274,133,1.37722104203
8037,3286.74215667,335,9.84054537924,154,21.4819748802
8036,13.0739134681,93,0.142107755088,24,0.568431020353
8031,162.670528626,130,1.26101184981,59,2.80466428665
8030,141.536873923,218,0.652243658631,45,3.21674713461
8033,174.192431827,92,1.91420254754,25,7.25801799277
8032,112.871856815,82,1.39347971376,10,12.5413174239
8039,35.6582968839,152,0.236147661483,40,0.914315304716
8038,125.447677849,412,0.305225493551,96,1.3205018721
4299,65.5938153884,113,0.585659065968,34,1.98769137541
4298,154.544076396,206,0.753873543394,72,2.17667713234
4295,69.6147370179,29,2.48624060778,4,23.2049123393
4294,100.668519237,159,0.637142526819,51,2.01337038475
4297,32.2729612127,102,0.319534269433,34,0.977968521598
4296,0.686558802725,34,0.0208048122038,2,0.686558802725
4291,68.3580711458,22,3.25514624504,4,22.7860237153
4290,32.7357149714,42,0.798432072474,8,4.67653071021
4293,132.096264527,126,1.05677011622,21,6.60481322635
4292,110.897052587,30,3.82403629609,5,27.7242631466
6368,58.3922390486,109,0.54066888008,47,1.26939650106
4749,95.7578519257,134,0.719983849066,67,1.45087654433
4748,36.6599639796,49,0.763749249575,12,3.33272399815
1324,30.567554701,79,0.391891726936,38,0.826150127054
4743,23.263177363,55,0.430799580797,12,2.11483430573
4742,63.0827778294,159,0.399258087528,80,0.798516175056
4741,23.4741065948,45,0.533502422609,15,1.67672189963
4740,43.7842950813,59,0.754901639334,34,1.32679682065
4747,161.717682581,120,1.35897212253,42,3.94433372148
4746,305.696751926,184,1.67047405424,101,3.05696751926
4745,52.7363768462,79,0.676107395464,31,1.75787922821
4744,158.239905825,93,1.71999897636,38,4.27675421148
5869,202.629299062,45,4.60521134232,13,16.8857749218
5868,7.29479041752,30,0.251544497156,13,0.60789920146
5865,66.4113502206,110,0.609278442391,32,2.14230162002
5864,45.1452168078,450,0.100546139884,69,0.663900247174
5867,162.340399857,143,1.14324225252,58,2.84807719048
5866,310.460560916,214,1.45756131885,66,4.77631632178
5861,44.441263397,56,0.808022970855,10,4.93791815523
5860,590.540662304,102,5.84693725053,44,13.7335037745
5863,25.297401492,64,0.401546055429,19,1.405411194
5862,52.5537511817,22,2.50255958008,5,13.1384377954
2183,59.1629937021,79,0.758499919257,29,2.11296406079
2182,417.748015108,174,2.41472841103,54,7.88203802091
2181,0,82,0.0,0,0.0
2180,25.6331477559,43,0.610313041808,23,1.16514307982
2187,317.929271899,84,3.83047315541,34,9.63422036059
2186,128.917256776,39,3.39255938884,17,8.0573285485
2185,42.4015625693,84,0.51086219963,4,14.1338541898
2184,43.1192508137,173,0.250693318684,66,0.663373089442
4606,7.57855527323,56,0.137791914059,5,1.89463881831
4607,419.200111671,707,0.593767863557,402,1.04538681215
2189,10.3482515385,63,0.166907282879,2,10.3482515385
2188,42.220143611,107,0.398303241613,30,1.45586702107
4602,121.565681572,54,2.29369210513,32,3.92147359909
4603,44.7957294422,84,0.539707583641,30,1.54468032559
4600,435.517382006,77,5.7304918685,36,12.4433537716
4601,12.5005308055,38,0.337852183933,13,1.04171090046
6907,38.8868096592,36,1.11105170455,13,3.2405674716
6906,334.152642751,228,1.47203807379,91,3.71280714168
6905,6.76735959428,56,0.123042901714,4,2.25578653143
6904,15.4420361625,248,0.0625183650302,4,5.14734538749
6903,9.98662739533,38,0.269908848522,11,0.998662739533
6902,36.6991337477,108,0.34298255839,2,36.6991337477
151,137.764279828,135,1.02809164051,63,2.22200451336
150,31.7841596411,90,0.357125389226,40,0.814978452335
153,75.4224586767,24,3.27923733377,7,12.5704097795
152,4.81067308541,99,0.0490885008715,12,0.437333916855
155,227.530264964,79,2.91705467903,18,13.3841332332
154,48.8981434374,288,0.170376806402,65,0.76403349121
157,164.332040334,82,2.02879062141,19,9.12955779634
156,89.6890042481,67,1.35892430679,34,2.71784861358
159,46.2067155279,70,0.669662543883,28,1.71135983437
158,72.2040208712,68,1.0776719533,31,2.40680069571
6900,332.748380903,144,2.32691175457,29,11.8838707465
6187,1238.03099499,500,2.48102403805,239,5.2018109033
6186,278.009497545,297,0.939221275491,12,25.2735906859
6185,16.1357962113,67,0.244481760778,15,1.15255687224
6184,159.003163485,238,0.670899423986,91,1.7667018165
6183,25.152037541,23,1.14327443368,4,8.38401251367
6182,0,36,0.0,0,0.0
6181,938.637353105,155,6.09504774743,56,17.0661336928
6180,993.688253696,59,17.1325560982,19,55.2049029831
6954,133.549194122,115,1.17148415896,56,2.42816716585
6189,28.7739368096,43,0.685093733562,16,1.91826245397
6188,108.364733512,71,1.5480676216,25,4.51519722967
2727,486.942431849,107,4.59379652687,39,12.8142745223
2726,28.5416022074,40,0.731835954036,21,1.42708011037
2725,231.103240074,145,1.60488361163,26,9.24412960297
2724,250.996014673,157,1.60894881201,76,3.34661352897
2723,23.8027169208,19,1.32237316226,2,23.8027169208
2722,19.0868944983,41,0.477172362458,15,1.36334960702
2721,133.801797225,40,3.43081531345,18,7.87069395439
2720,493.842233536,724,0.683045966164,48,10.5072815646
2729,6.86411327154,34,0.208003432471,7,1.14401887859
2728,20.5180501837,35,0.603472064227,18,1.20694412845
7236,48.6454504172,96,0.512057372813,46,1.08101000927
7237,101.358232979,39,2.6673219205,13,8.44651941493
7234,86.830463866,226,0.385913172738,49,1.80896799721
7235,0,23,0.0,0,0.0
7232,55.3985706282,79,0.710238084977,49,1.15413688809
7233,23.9057972511,113,0.213444618314,37,0.664049923642
6955,0,71,0.0,0,0.0
7231,738.834851008,99,7.53913113274,13,61.5695709173
7948,43.2256127021,243,0.178618234306,65,0.675400198471
7949,337.498468891,49,7.0312181019,31,11.249948963
7238,8.70544517657,89,0.0989255133701,16,0.580363011772
7239,34.9523572773,34,1.05916234174,16,2.33015715182
6239,38.406227322,59,0.662176333139,28,1.42245286378
6238,107.869405579,96,1.13546742714,59,1.85981733756
6235,357.42146534,261,1.37469794362,47,7.77003185522
6234,46.2445397594,124,0.375971867963,33,1.44514186748
6237,3590.46185309,164,22.0273733318,39,94.4858382392
6236,1455.47878044,172,8.51157181544,23,66.1581263836
6231,102.309636323,191,0.538471770121,13,8.52580302692
6230,7.41331360793,53,0.142563723229,7,1.23555226799
6233,0,96,0.0,0,0.0
6232,11.1274804778,47,0.241901749517,10,1.23638671975
7815,178.588454227,172,1.04437692531,76,2.3811793897
7932,327.273272459,56,5.95042313563,14,25.1748671123
818,11.1460940296,44,0.25921148906,6,2.22921880592
819,16.6478894501,89,0.189180561932,35,0.489643807355
810,12.6405824584,71,0.180579749405,16,0.842705497223
811,16.5241804224,64,0.262288578133,27,0.63554540086
812,79.7192192033,115,0.69929139652,17,4.98245120021
813,52.2523068377,151,0.348348712251,69,0.768416277025
814,396.479476932,240,1.65890994532,87,4.61022647595
815,110.046082318,534,0.20646544525,93,1.19615306868
816,87.0905651927,61,1.45150941988,22,4.14716977108
817,126.773274892,69,1.86431286606,29,4.52761696042
7819,149.52952461,126,1.19623619688,23,6.79679657316
1700,0,24,0.0,0,0.0
1701,73.7366825868,123,0.604399037597,8,10.5338117981
5265,118.653466351,37,3.29592962085,16,7.91023109004
5264,178.31105636,20,9.38479244,14,13.7162351046
1704,93.4856778561,261,0.359560299447,57,1.66938710457
1705,90.1201827436,168,0.539641812836,74,1.23452305128
1706,24.9318495598,634,0.0393868081513,62,0.408718845243
1707,21.4136363764,151,0.142757575843,9,2.67670454705
1708,52.0548615097,151,0.347032410065,30,1.79499522447
1709,224.127591817,406,0.553401461277,141,1.60091137012
2097,15.4023705094,149,0.10407007101,32,0.496850661594
5269,262.313022006,242,1.08843577596,123,2.15010673775
5268,53.4973213682,35,1.57345062848,13,4.45811011402
2096,122.548401094,186,0.662423789695,22,5.83563814731
4574,139.313555095,42,3.39789158767,13,11.6094629246
4575,69.2184290833,25,2.8841012118,8,9.8883470119
2093,5.34108058285,30,0.184175192512,15,0.381505755918
4577,41.6492247685,26,1.66596899074,15,2.97494462632
7936,0,99,0.0,0,0.0
3029,88.7500604194,230,0.387554848993,36,2.53571601198
3028,179.77076322,43,4.28025626715,21,8.98853816102
3027,562.599500586,106,5.35809048178,46,12.5022111241
3026,12.7006454993,81,0.158758068741,24,0.55220197823
3025,774.424158746,254,3.06096505433,77,10.1897915625
3024,23.9230988853,87,0.278175568434,21,1.19615494427
3023,4.1912690778,29,0.14968818135,2,4.1912690778
3022,28.1332855271,68,0.419899783987,27,1.08204944335
3021,391.868661737,56,7.12488475885,41,9.79671654341
3020,208.436365283,64,3.30851373466,29,7.44415590298
4198,3.24628315813,104,0.0315173122148,5,0.811570789531
4199,7.75593239957,237,0.0328641203372,12,0.705084763597
4196,366.292662683,71,5.23275232404,17,22.8932914177
4197,11.0434102836,143,0.0777704949546,28,0.409015195687
4194,123.739349122,44,2.87765928191,12,11.2490317384
4195,0,60,0.0,0,0.0
4192,28.299981406,52,0.554901596196,2,28.299981406
4193,72.0545061883,81,0.900681327353,12,6.55040965348
4190,18.6337568607,168,0.111579382399,32,0.601088930989
4191,41.6774419231,101,0.416774419231,46,0.92616537607
5670,1045.01139538,42,25.488082814,19,58.056188632
5671,108.289247586,52,2.12331858011,17,6.76807797411
5672,179.935385359,67,2.72629371756,22,8.56835168377
5673,135.948172907,50,2.7744525083,9,16.9935216133
5674,23.7227607564,68,0.354071056066,19,1.31793115314
5675,31.1880934299,71,0.445544191856,23,1.41764061045
5676,319.30123327,67,4.83789747379,32,10.3000397829
5677,0,59,0.0,0,0.0
5678,21.6673523271,49,0.451403173482,18,1.27455013689
5679,109.831025402,50,2.24144949799,14,8.44854041551
473,91.0458786571,47,1.97925823168,31,3.0348626219
6437,40.3678772505,87,0.469393921518,18,2.37458101474
6436,28.6273261903,60,0.48520891848,31,0.954244206344
6435,20.342485622,84,0.245090188217,23,0.924658437365
6434,31.1717106824,38,0.842478667091,17,1.94823191765
